State,County,Urban,TOTALPOP,PERCENT_LOWA_Pop,LOWA_POP,PERCENT_LOWI,LOWI,PERCENT_HUNV,HUNV,PERCENT_KIDS,KIDS,PERCENT_SENIORS,SENIORS
WA,Yakima,Yes,3905,23.5,919,4.9,189,2.6,50,3.1,122,3.4,135
WV,Braxton,No,5408,42.5,2301,10.4,503,5.6,111,9.9,536,7.2,391
WV,Cabell,Yes,2647,100,2647,76.5,865,13.3,71,2,52,1.3,35
WV,Gilmer,No,4897,13,637,2.5,122,0.8,16,2.9,142,1.7,83
WV,Greenbrier,No,4137,25.5,1056,7.2,297,2,33,6.1,254,3.7,152
WV,Kanawha,Yes,1566,100,1566,30,482,33.3,254,22.7,356,16.5,258
WV,Mingo,No,4281,12.6,539,4.7,200,1.6,27,3,127,1.4,61
WV,Monongalia,Yes,5625,10.1,570,2.6,136,0.6,16,1.6,90,1.4,78
WV,Preston,No,4089,22.5,918,5.4,219,1.5,22,5.3,215,3.7,150
WV,Raleigh,Yes,3712,16.1,596,5.2,190,2.9,51,4.9,181,2.9,109
WV,Upshur,Yes,4155,36.1,1500,9.1,367,2.8,48,11.7,486,4.8,197
WV,Wetzel,No,4406,56.2,2478,12.7,552,5.7,97,13.9,612,8.2,360
WI,Ashland,No,2981,32,954,6.1,180,2.6,29,14.3,427,2,59
WI,Bayfield,No,1670,46.2,772,5.2,86,1.4,10,8.9,149,9.3,155
WI,Burnett,No,3951,24,949,2,80,0.8,14,3.4,136,7.7,304
WI,Dane,Yes,5018,13,655,2.2,109,1.1,22,4,201,0.4,21
WI,Eau Claire,Yes,5401,73.8,3987,15.1,796,7.7,171,23,1241,5.5,298
WI,Forest,No,1444,41.5,600,4.9,71,1.8,11,4.9,71,13.4,194
WI,Iowa,No,3223,22.6,730,1.9,61,0.9,11,5.7,185,3.5,114
WI,Juneau,No,2727,83.1,2266,9.9,268,4.6,49,23.2,634,12.1,331
WI,Kenosha,Yes,4633,100,4633,11.1,383,9.6,137,20.4,944,8.9,412
WI,La Crosse,Yes,5109,82,4191,18.2,900,13.3,304,17.8,910,10.7,549
WI,Langlade,No,2906,95.1,2765,8.7,252,4.9,65,17.2,500,22.1,642
WI,Manitowoc,Yes,5581,33.2,1851,4.1,222,1.1,25,9.7,544,5.2,289
WI,Marathon,Yes,4832,100,4832,15.7,757,23.8,540,23.2,1122,21.8,1054
WI,Marinette,No,5021,69.9,3511,6.9,305,3.4,63,13.2,665,11.1,560
WI,Milwaukee,Yes,8394,35.7,2994,5,409,7.1,289,5.8,486,10.3,863
WI,Oconto,No,2403,44.5,1070,4.3,102,1.7,18,8.4,202,10.3,248
WI,Outagamie,Yes,3267,26.2,857,4.1,103,5.7,65,2.9,94,2.9,95
WI,Price,No,2581,55.8,1441,3.8,98,1.2,13,13.2,341,7.5,193
WI,Racine,Yes,6284,52.9,3325,10.2,574,7.2,165,14.6,917,5.9,372
WI,Sawyer,No,3255,28.5,927,3,98,0.3,4,5.8,188,5.9,191
WI,Shawano,No,3974,36.1,1433,3.7,144,1.3,20,10.2,407,4.8,190
WI,Vilas,No,4311,44.5,1917,3.5,146,2,37,8.3,356,11.7,503
WI,Walworth,Yes,9632,39,3757,13.3,821,3.6,96,4.9,471,3.7,354
WI,Washburn,No,2973,56,1664,5.8,172,4,47,12,357,10.7,319
WI,Waukesha,Yes,1859,100,1859,20.7,368,32.1,357,11.1,207,20.9,389
WY,Goshen,No,2900,59.4,1721,10.7,297,0.4,5,15,436,7.9,230
WY,Laramie,Yes,3810,82.3,3134,13.1,494,8.6,138,22.8,868,8.4,320
WY,Natrona,Yes,3692,70.3,2594,21.6,783,12.2,218,17.1,632,13,480
WY,Niobrara,No,2407,24.2,582,3.7,86,0.8,8,5.5,133,4.1,99
