State,County,Urban,TOTALPOP,PERCENT_LOWA_Pop,LOWA_POP,PERCENT_LOWI,LOWI,PERCENT_HUNV,HUNV,PERCENT_KIDS,KIDS,PERCENT_SENIORS,SENIORS
AL,Autauga,Yes,1892,43.9,830,10,191,3.5,24,14,265,4.7,89
AL,Baldwin,Yes,3724,44.2,1645,10.3,382,4.8,62,14.8,552,4.5,167
AL,Barbour,No,4342,11.9,515,2.7,81,2.3,28,3.7,159,2,85
AL,Bullock,No,1705,84.1,1434,33.3,567,14.6,99,25.1,428,13,221
AL,Butler,No,1693,42.7,724,10.9,181,1,6,12.8,216,6.9,117
AL,Calhoun,Yes,2777,50.5,1402,14.6,422,5.2,60,11.8,328,7.9,219
AL,Chambers,Yes,1455,59.3,863,11.9,179,11.6,64,14.1,206,9.2,134
AL,Choctaw,No,3883,73.8,2865,23.5,910,13,201,21.5,835,10.1,393
AL,Clarke,No,6076,15.2,922,5.9,356,2.2,51,4.6,280,1.7,105
AL,Colbert,Yes,3779,17.4,658,1.9,73,0.9,16,3.5,133,4.1,154
AL,Conecuh,No,3580,35.5,1270,11.7,417,3.7,55,8.6,306,5.7,205
AL,Covington,No,1666,40.2,670,5.7,96,0.9,6,8.6,143,7.7,128
AL,Crenshaw,No,1855,80,1485,23.1,437,11.7,89,20.9,387,12.4,230
AL,Dale,No,3847,20.8,800,4.3,167,1.2,19,5.4,207,3.2,122
AL,Dallas,Yes,4046,43.1,1744,19.1,772,11,170,13.7,555,6.5,262
AL,Escambia,No,5848,15.8,926,3,174,1.5,36,3.6,210,2.6,149
AL,Etowah,Yes,3900,64.1,2499,15.8,602,4.6,70,15.2,594,12.7,494
AL,Greene,No,1900,73.7,1400,24.1,457,9.1,69,20.2,384,11.5,218
AL,Jefferson,Yes,4744,69.3,3286,17.2,789,5.2,93,20.7,980,8.4,398
AL,Lauderdale,Yes,2807,18.9,530,3.8,98,1,13,3.6,102,4.6,128
AL,Lee,Yes,6413,41.5,2662,8.4,535,1,25,8,516,5.8,372
AL,Limestone,Yes,2775,65.2,1810,14.5,355,8.2,89,15.8,438,15.3,423
AL,Lowndes,No,3949,13.3,527,2.9,111,1.2,17,3.4,135,1.8,72
AL,Macon,Yes,1582,64.9,1027,31.8,555,16.9,113,23.7,374,7.1,112
AL,Madison,Yes,2651,41.2,1092,9.3,181,4.2,44,7.3,193,2.9,76
AL,Marengo,No,2202,32,705,10.3,226,5.6,47,7.2,158,5.8,127
AL,Mobile,Yes,2092,100,2092,80.6,1575,65.6,439,53.6,1121,3.7,78
AL,Monroe,No,1613,100,1613,33.2,536,19,121,27.4,442,17.7,285
AL,Montgomery,Yes,1677,46,771,25.2,385,32.6,196,20.4,341,1.9,33
AL,Morgan,Yes,4462,37.1,1656,11.2,468,7.3,129,11,492,5,223
AL,Perry,No,1334,35.1,468,7.2,99,2.8,15,7.9,105,6.1,81
AL,Pickens,No,6156,8.8,545,2.1,126,1.4,32,2.6,162,1.4,86
AL,Russell,Yes,5376,40.6,2180,9.1,461,4.4,88,12.9,693,3.9,210
AL,Sumter,No,1021,99.9,1020,39,395,19.1,71,31.1,318,17.4,178
AL,Tuscaloosa,Yes,1948,31,603,18.5,194,17.8,112,0.8,16,8.8,171
AL,Wilcox,No,1684,67.8,1142,30.9,531,18,103,23.7,399,7.3,123
AZ,Apache,No,1809,100,1809,41.2,746,12,54,42.4,767,9.3,169
AZ,Cochise,No,2274,97.6,2220,22.9,520,4.3,41,22.5,511,19.7,449
AZ,Coconino,Yes,8669,26.9,2333,3.5,295,0.5,17,8.6,749,1.5,129
AZ,Gila,No,1497,75.8,1135,12.3,176,2.2,15,15.2,228,16.7,250
AZ,Graham,No,4601,100,4601,48.4,2218,26.7,275,45.8,2105,3.6,166
AZ,La Paz,No,2666,99.8,2661,26,690,3.8,45,19.1,508,32.2,859
AZ,Maricopa,No,2196,99.5,2184,25.8,561,7,51,31.3,688,10.3,226
AZ,Mohave,No,1323,37.2,492,13.5,172,9.2,31,16.3,215,1.1,15
AZ,Navajo,No,3442,40.4,1390,22.8,747,15,130,19.2,662,1.4,48
AZ,Pima,Yes,3229,55.4,1790,19.7,615,9.9,175,6.4,206,2.9,93
AZ,Pinal,Yes,12309,32.6,4012,2.7,328,1.3,66,9.4,1157,4.9,609
AZ,Santa Cruz,Yes,3645,16.3,596,4.3,155,0.5,5,4.8,175,2.4,86
AZ,Yavapai,No,1891,99.3,1877,20.9,396,7,55,24.1,457,14.8,280
AZ,Yuma,Yes,3839,48.1,1845,11.4,436,6.3,76,16.9,648,7.2,276
AR,Ashley,No,2457,78.2,1921,18.2,444,12.2,111,23.2,569,11.2,275
AR,Benton,Yes,3490,15.7,548,3.3,110,0.9,13,5,174,1.4,47
AR,Bradley,No,3465,23.7,822,7.6,263,2.7,34,3.9,135,3.7,129
AR,Carroll,No,7189,13.1,939,2,141,0.3,8,3.4,246,1.9,137
AR,Crittenden,Yes,4173,14,584,4.7,194,1.7,22,6.3,262,0.2,7
AR,Desha,No,2122,73.6,1562,20.1,424,8,67,17.9,380,11.9,252
AR,Fulton,No,5779,22.9,1326,3.8,218,1.2,27,5.4,312,3.5,203
AR,Garland,Yes,2640,100,2640,28.9,612,26.1,265,18.4,487,20.6,545
AR,Hempstead,No,3093,44.5,1377,9.7,299,3.7,44,11.4,353,7,218
AR,Hot Spring,Yes,3302,17.4,574,4.1,136,1.4,18,5,164,2.8,92
AR,Howard,Yes,4866,10.4,508,1.6,73,0.8,15,2.6,125,1.5,75
AR,Lafayette,No,3122,50.5,1576,14.3,439,8.7,113,15.3,479,8.5,265
AR,Lawrence,No,1992,26.4,525,5.9,118,1.2,9,6.7,133,3.9,78
AR,Lincoln,No,4443,66.5,2954,10.5,250,4.4,39,6.6,292,3.1,136
AR,Lonoke,No,1445,45.7,660,8.1,116,4.6,25,12.6,182,6.5,94
AR,Miller,Yes,3134,48.4,1517,15.5,396,5.5,52,11,343,3.4,108
AR,Mississippi,Yes,4421,38.6,1706,17,750,9,144,12.3,546,4.2,186
AR,Nevada,No,1794,66.9,1200,13.2,237,8.3,60,15.2,272,10.7,192
AR,Newton,No,4565,41,1873,9.6,433,4.8,89,9.9,453,6.6,303
AR,Ouachita,No,2895,31.5,913,6.7,192,3.8,47,6.1,177,7.2,207
AR,Phillips,No,6910,52.4,3619,14.1,969,9,230,15.6,1080,9.7,667
AR,Pike,No,2480,44.1,1093,8.8,217,3.1,31,10,247,7.3,181
AR,Poinsett,Yes,2808,84.4,2370,29.1,788,17.4,196,23.4,656,15.2,426
AR,Polk,No,2754,47.4,1306,8.8,240,2.4,26,12.5,345,6.5,179
AR,Pope,No,4381,13.9,609,3,132,0.5,8,4,173,1.6,68
AR,Pulaski,Yes,2018,76.1,1535,27.1,576,19.2,139,24.5,495,10.6,213
AR,St. Francis,Yes,4493,28.8,1295,12.2,546,8.9,149,13.8,622,1.9,84
AR,Scott,Yes,4167,31.5,1313,7.6,306,3.4,57,8.2,343,4.2,173
AR,Searcy,No,2404,71.2,1712,17.1,410,5,49,17.4,418,11.9,285
AR,Sebastian,Yes,5600,25.6,1433,7,385,4.4,85,8,449,3.4,188
AR,Sevier,Yes,5792,15.7,908,4,225,1.4,27,4.7,270,1.6,94
AR,Stone,No,3842,38.6,1482,7.5,289,2.6,42,8.3,321,7.4,284
AR,Union,No,4124,31.7,1308,6.5,268,3.2,53,7.8,322,4.5,184
AR,Van Buren,No,3291,31.6,1039,6.2,203,1.7,23,7.4,244,5.7,188
AR,Washington,Yes,6972,49.3,3435,7.9,546,2.6,69,14,979,4.6,322
AR,White,Yes,3494,17.8,621,3.1,109,1.4,21,4.3,151,2.2,77
AR,Woodruff,No,5438,10.9,595,2.7,147,1.2,25,2.6,144,1.9,102
AR,Yell,No,4914,17.4,856,3.4,157,1.7,28,4.2,204,2.9,144
CA,Alameda,Yes,3734,100,3734,20.8,771,20,287,24.2,904,7.3,271
CA,Butte,Yes,3700,20.5,760,2,74,1,15,5.5,204,1.5,55
CA,Colusa,No,4433,96.9,4297,12.1,533,5.5,74,32.5,1443,9,399
CA,Contra Costa,Yes,3355,100,3355,12,400,5,78,17.8,596,18.6,623
CA,Del Norte,Yes,3784,38.1,1442,12.6,459,9.8,150,12.5,473,5.1,192
CA,El Dorado,Yes,5805,81.8,4746,9.9,565,9.3,228,20.5,1191,5.8,334
CA,Fresno,Yes,4110,45.4,1864,12.8,515,8.8,99,15.7,646,5.2,214
CA,Glenn,Yes,7341,11.5,841,1.9,136,0.8,21,3,223,1.6,120
CA,Humboldt,Yes,4108,65.9,2707,17.1,637,18.5,328,15,615,10.4,426
CA,Imperial,No,9586,63.3,6073,8.4,464,4.9,89,5.4,522,4.4,421
CA,Kern,Yes,7843,21.1,1653,1.6,123,0.8,24,6.1,475,2.3,176
CA,Kings,Yes,4066,13.8,560,1.6,65,0.1,1,4.8,197,0.7,28
CA,Lake,Yes,5690,18.6,1056,3.2,176,2,46,5,286,3,173
CA,Lassen,No,5554,91.7,5090,17.1,290,4.2,28,6.3,352,3.5,196
CA,Los Angeles,Yes,5713,100,5713,15.6,889,7.5,150,29.7,1697,5.5,317
CA,Madera,Yes,7510,58.3,4377,13.8,1034,2.8,58,21.8,1639,3.7,281
CA,Marin,Yes,4959,74.7,3705,4.5,223,4.6,96,17,843,5.4,267
CA,Mariposa,No,2265,39.1,885,8.2,178,2,10,6.3,143,2.2,49
CA,Mendocino,No,4005,29.9,1199,6.5,259,1.6,26,7.1,285,2.5,102
CA,Merced,No,1166,56,652,10.2,118,2.9,11,17,198,7.3,85
CA,Modoc,No,1965,49.2,968,10.4,203,5.7,43,11.8,231,9.4,185
CA,Monterey,No,3323,95.7,3180,14.1,463,4,46,28.5,948,8.9,296
CA,Orange,Yes,302,91.2,275,39,86,0,0,30.4,92,4.2,13
CA,Placer,Yes,3034,59.3,1798,12.3,351,5.9,64,18.6,565,4.9,148
CA,Plumas,No,2929,21.3,624,2.8,81,0.1,1,1.6,47,0.7,21
CA,Riverside,Yes,7907,88.5,6995,16.9,1327,7,158,31.7,2503,5.8,461
CA,Sacramento,Yes,4229,42.6,1801,21.6,913,11.9,202,17.7,747,4.5,192
CA,San Bernardino,Yes,7938,34.8,2764,8.4,654,5.6,109,12.6,1003,2.1,166
CA,San Diego,Yes,8096,17,1373,2.8,225,2.7,71,3.6,295,3.2,263
CA,San Francisco,Yes,1453,100,1453,26.3,380,7.8,38,9.6,139,0.6,8
CA,San Joaquin,Yes,6751,34.9,2354,5.1,342,1.4,24,11.4,773,2.1,144
CA,San Luis Obispo,Yes,7124,13.6,966,1.7,124,1.1,27,3.1,224,1.6,111
CA,San Mateo,Yes,3890,100,3890,9.5,367,10.2,99,27.3,1061,11.7,455
CA,Santa Barbara,No,1349,87.3,1178,19,256,6.9,32,28,378,8.5,115
CA,Santa Clara,Yes,9263,100,9263,16.4,1512,5,117,29.5,2733,3.9,361
CA,Shasta,Yes,4134,50.4,2084,7.3,293,1.4,22,13.5,556,7.9,328
CA,Siskiyou,No,1884,99.8,1881,21.8,410,8.2,59,28.4,536,14.8,279
CA,Solano,Yes,3261,100,3261,16.3,533,15.9,179,30.3,987,12.2,398
CA,Sonoma,Yes,7939,33.1,2626,5.5,431,2.6,75,9.5,752,2.8,225
CA,Stanislaus,Yes,5652,79.5,4493,19.9,1165,9.6,149,28.9,1635,5.8,330
CA,Sutter,Yes,6129,31.4,1924,9.6,587,4.7,89,12.7,777,1.5,91
CA,Tehama,No,4636,14.3,664,2.5,114,0.6,11,3.1,144,2.4,113
CA,Trinity,No,7261,13.5,983,1.9,132,0.6,19,2.3,165,3.2,231
CA,Tulare,Yes,7905,13.3,1053,3.8,300,1.1,20,4.2,333,1.7,131
CA,Tuolumne,Yes,7596,97,7367,13.9,1053,4,127,21.6,1644,20.5,1554
CA,Ventura,Yes,1618,100,1618,13.6,225,7.2,47,24.4,394,29.7,481
CA,Yolo,Yes,8683,30,2601,8,685,1.5,48,6.2,537,1.8,153
CA,Yuba,Yes,3772,100,3772,20.2,754,14.1,168,33.7,1271,10.3,387
CO,Adams,Yes,1050,43.2,454,6.2,66,1.4,5,14.7,154,1.5,16
CO,Alamosa,Yes,6810,18.5,1262,4.6,274,1.2,29,5.6,383,1.2,80
CO,Arapahoe,Yes,2517,100,2517,12.6,315,12.6,143,21.7,545,19.3,485
CO,Archuleta,No,1123,67.6,759,8.1,91,2.3,11,18.6,209,9.5,107
CO,Baca,No,2289,99.5,2278,17.8,403,3.5,32,26.2,599,20.5,470
CO,Bent,No,5998,16,961,3.1,156,0.5,10,4.7,283,2,118
CO,Boulder,Yes,6332,17.9,1132,2.1,131,0.6,13,5.9,375,1,64
CO,Cheyenne,No,2231,33.6,750,4.4,96,1.6,14,8.9,198,6.9,154
CO,Conejos,No,586,50.4,295,13.9,82,3.9,9,12.4,73,10.6,62
CO,Costilla,No,1651,100,1651,26,426,6.3,40,27.4,453,15.9,262
CO,Crowley,No,5518,62.8,3465,12.8,452,6.1,83,13.2,730,8,441
CO,Custer,No,3503,31.4,1100,4,140,0.7,11,6.9,241,3.9,137
CO,Denver,Yes,6412,30.3,1943,12.6,791,11.9,230,10.6,679,1,67
CO,Elbert,No,1880,91.7,1724,9.8,181,2.5,17,26.6,500,14.5,273
CO,El Paso,Yes,3146,100,3146,11.7,357,8.9,120,22.4,706,17.4,548
CO,Fremont,Yes,3574,45.2,1616,5.5,190,6.5,100,10.1,360,3.6,127
CO,Hinsdale,No,790,100,790,7.2,57,4.7,17,19.5,154,11.6,92
CO,Huerfano,No,2401,67.7,1626,10,231,3.6,38,14.9,358,10.7,256
CO,Kiowa,No,1622,100,1622,12.2,195,5.6,37,25.9,420,17.6,285
CO,Kit Carson,Yes,5151,43.3,2230,4.9,228,1.2,23,10.3,531,4,204
CO,Larimer,Yes,4907,57.3,2811,10.3,505,4.3,90,11.7,576,4.5,219
CO,Las Animas,No,3898,26.9,1047,6.6,260,4.4,71,5.9,230,5.3,207
CO,Logan,No,1100,98.8,1087,8.9,98,2.1,9,27.5,303,15.3,168
CO,Mesa,Yes,5845,83.4,4875,8.3,469,2,39,25.1,1464,9.4,552
CO,Mineral,No,831,96.9,806,9.9,82,3.8,14,20.3,169,15.5,129
CO,Moffat,No,849,100,849,16.5,144,4.8,16,26.5,225,12,102
CO,Montezuma,No,1513,91.8,1389,33.7,504,13.2,61,37.5,567,3.2,48
CO,Montrose,No,6429,30.2,1944,4.8,300,1.6,35,8.8,565,4.4,280
CO,Otero,Yes,5437,17,922,4,209,1.4,29,5.5,297,1.6,87
CO,Park,No,1828,87.5,1599,12.1,218,3.7,30,15.7,287,13.5,247
CO,Prowers,Yes,5264,19.2,1012,2.7,139,0.8,17,4.6,241,2.4,124
CO,Pueblo,Yes,4810,32.8,1578,11.8,568,6.9,121,11.7,561,3.2,152
CO,Rio Grande,Yes,5761,30.9,1782,4.2,236,2.6,56,8.9,510,5.6,321
CO,Saguache,No,2546,99.2,2527,21.5,542,5.4,64,20.7,528,12.8,326
CO,San Juan,No,558,99.4,555,20.8,114,8.1,22,20,111,7,39
CO,Sedgwick,No,2747,19.1,524,2.1,56,0.2,2,4.3,117,3.5,95
CO,Weld,Yes,1218,75.5,920,18.8,170,13.5,33,24.9,303,4.9,59
CT,Fairfield,Yes,3122,27,844,8.3,254,8.5,80,6.7,209,1.4,43
CT,Hartford,Yes,5275,40.1,2117,2.9,152,0.2,3,9.9,521,4.5,237
CT,Litchfield,Yes,2426,22,534,2.7,65,1.8,19,4.4,107,3.4,83
CT,New Haven,Yes,6040,11.5,697,0.8,47,0.5,12,2.1,126,3.4,208
CT,New London,Yes,4519,64.2,2903,7.8,350,6.7,130,14.3,646,11.5,520
CT,Tolland,Yes,6278,100,6278,12.1,748,12.1,325,26.3,1649,10.8,679
CT,Windham,Yes,5886,46.7,2747,4.2,235,3.3,74,11.4,669,5.7,337
DE,Kent,Yes,3477,52.1,1811,3,102,2.4,32,14.4,499,6.7,232
DE,New Castle,Yes,3743,100,3743,16.9,628,21.3,283,31.3,1171,7.2,269
DE,Sussex,Yes,9259,77,7131,4.6,420,2.8,116,12.1,1123,23.2,2148
DC,District of Columbia,Yes,2133,100,2133,17.7,371,34.2,302,24.5,523,12.9,276
FL,Alachua,Yes,5895,55.3,3262,15.1,882,7.9,172,19.8,1166,3.8,225
FL,Bay,No,6988,47.7,3331,11.4,719,2.9,67,13,907,4.6,321
FL,Brevard,Yes,4655,39.8,1851,7.7,328,2.1,37,7.8,365,11.9,555
FL,Broward,Yes,10162,26.8,2723,3.9,379,3.5,142,6.4,655,3.1,320
FL,Charlotte,Yes,7024,17.1,1204,2.6,179,1.9,64,1.9,135,7,489
FL,Citrus,Yes,8317,27.3,2270,3.1,255,2.1,91,2.5,205,15.5,1291
FL,Clay,Yes,4611,100,4611,22.7,954,14.4,238,25.5,1174,15.9,735
FL,Collier,Yes,6469,61.6,3987,6.9,440,1.6,32,17,1098,3,194
FL,Columbia,No,6826,7.4,503,2.3,112,0.7,14,1.7,116,0.9,61
FL,Dixie,No,3675,23.9,879,3.7,135,2.3,35,3.6,133,6.9,254
FL,Duval,Yes,2676,34.2,915,11.8,317,8.8,87,11.8,316,4.5,121
FL,Glades,No,5669,10.9,616,1.8,101,0.5,10,2.7,151,1.5,83
FL,Hamilton,No,4024,25.6,1031,6.4,255,1.8,27,6.1,245,3.4,136
FL,Hardee,No,7931,12.6,998,0.7,48,0.1,1,0.4,31,0.1,10
FL,Hendry,No,6926,9.1,632,1.8,122,0.2,3,2.5,176,0.9,62
FL,Hernando,Yes,3375,43.6,1471,5.4,181,4.1,64,6.3,213,24.3,819
FL,Highlands,Yes,2773,100,2773,21.7,534,16.4,159,23.4,649,16.7,463
FL,Hillsborough,Yes,7754,33,2555,6.6,510,4.7,152,9.7,749,2,154
FL,Holmes,No,5003,57.2,2861,11.2,550,4.7,97,14.5,726,8.5,425
FL,Indian River,Yes,5123,100,5123,29.6,1484,20,367,33.3,1706,10.7,549
FL,Leon,Yes,3643,29.2,1065,6.2,229,3.3,42,8.9,326,2,72
FL,Levy,No,2992,56.2,1681,7.5,202,3,36,10.9,325,11.6,346
FL,Liberty,No,5331,19.5,1040,4.3,169,1.1,16,3.1,163,1.4,74
FL,Manatee,Yes,8995,18.3,1649,2.4,210,0.9,29,2.7,247,7.3,660
FL,Marion,No,3437,68.9,2367,12.2,419,5.7,95,9.9,341,22.5,773
FL,Martin,Yes,2282,34.8,794,8.5,186,2.6,23,10.3,234,4.7,107
FL,Miami-Dade,Yes,9426,17.3,1631,4.5,405,3.5,106,4.6,436,3.1,291
FL,Okaloosa,Yes,5472,92.5,5062,18.6,1013,7.6,162,26.7,1463,12.8,700
FL,Osceola,Yes,5321,17.5,933,2,103,0.8,15,4.7,249,1.4,75
FL,Palm Beach,Yes,3156,28,884,2.1,64,2.8,34,2.9,91,8.9,282
FL,Pasco,Yes,7263,22,1598,2,146,1.9,66,3.7,265,7.6,554
FL,Pinellas,Yes,2538,67.5,1714,13.9,352,10.4,118,13.9,352,9.3,236
FL,Putnam,No,8877,7.2,638,0.9,76,0,1,1.7,153,1.3,112
FL,St. Johns,Yes,2811,70.1,1970,16.8,482,7.4,74,19.4,545,9.2,257
FL,St. Lucie,Yes,6288,46.2,2906,29,1816,12.3,254,20.1,1267,4.1,256
FL,Santa Rosa,Yes,6093,32.5,1983,7.3,423,2.5,58,10.4,636,3.3,203
FL,Sarasota,Yes,3926,49.2,1932,16.9,638,10.5,153,14.8,582,6.9,269
FL,Seminole,Yes,3110,100,3110,16.6,500,6.7,74,27.7,860,15.3,476
FL,Suwannee,No,6747,34,2295,4.6,301,5.1,140,5.6,380,13.5,908
FL,Taylor,Yes,6006,56.1,3372,14.8,849,8.2,186,14.3,857,9.3,556
FL,Volusia,Yes,6019,30.8,1855,5.1,307,1.9,48,5.1,308,8.2,496
FL,Walton,No,7743,19.2,1483,3.3,254,1.5,47,5,388,2.3,177
GA,Appling,No,2882,30.2,871,3.3,94,0.5,5,8.5,246,3.7,107
GA,Atkinson,No,2121,90.6,1922,21,444,7.5,58,26.8,569,9.8,209
GA,Baker,No,2643,74.3,1965,18.9,502,5.2,51,20.8,550,10,265
GA,Barrow,Yes,6098,33.9,2066,3.6,214,2,47,8.2,500,5.2,314
GA,Bartow,Yes,2911,97.6,2841,11.2,310,2.6,27,26.5,770,7.1,208
GA,Berrien,No,1515,86.8,1315,9.4,142,7.5,45,21.6,328,12.6,190
GA,Bibb,Yes,5059,13.3,672,2.4,115,0.7,13,3.9,199,1.6,79
GA,Brantley,No,5231,37.4,1957,5.5,285,1.4,26,11.8,617,2.4,125
GA,Brooks,No,1675,59.7,1001,15.3,255,5.2,34,14.2,237,9.2,154
GA,Bulloch,No,3754,54.7,2052,10.9,407,4.3,59,15.7,591,6.2,232
GA,Burke,No,4828,17.6,848,3.5,169,1.5,25,5.1,245,1.3,62
GA,Camden,Yes,3928,59.5,2337,3.5,79,1.8,12,14.5,568,0.1,3
GA,Catoosa,Yes,4118,87.2,3591,11.6,474,3,54,19.8,814,12.2,503
GA,Charlton,No,2287,51.1,1168,8.8,194,3.5,29,14.8,338,4.7,107
GA,Chatham,Yes,4034,100,4034,35.8,1440,41.6,644,31.9,1285,18.2,735
GA,Chattahoochee,No,2832,99.8,2826,21.3,599,8.9,95,29.2,828,8.9,251
GA,Chattooga,Yes,6715,61.1,4106,9,600,2.9,77,16.3,1095,6.8,459
GA,Cherokee,Yes,2292,37.5,860,2.3,51,0.6,5,9.6,220,3.7,84
GA,Clayton,Yes,8029,82.9,6657,7.5,601,7.2,242,24.6,1974,1.9,152
GA,Cobb,Yes,9504,67.7,6432,16.3,1533,7.6,284,15.4,1468,1.2,117
GA,Coffee,No,3402,32,1088,4.2,143,2.7,35,7.8,264,4,136
GA,Colquitt,No,4339,30.5,1324,3.9,168,2.9,44,7.7,336,3,130
GA,Crisp,No,7702,14.2,1097,3,228,0.8,21,2.8,217,2.5,191
GA,Decatur,No,3657,16,586,2.5,90,0.3,4,3.9,143,2.4,87
GA,DeKalb,Yes,2714,48.8,1326,8.3,228,11.6,115,9.4,256,7.8,212
GA,Dooly,No,4533,77.7,3521,18.1,610,12.9,173,14.7,668,7.5,338
GA,Dougherty,Yes,6532,8.8,572,2.6,169,0.7,16,3,198,0.8,54
GA,Douglas,Yes,7099,94.5,6707,17.4,1234,10.5,259,30,2130,5.7,407
GA,Echols,No,1557,91.1,1418,23.7,390,0,0,27.3,425,11.1,172
GA,Emanuel,No,5235,38.4,2012,11.4,568,4.2,78,10.7,558,5,263
GA,Floyd,Yes,2746,43.6,1197,20.5,509,26.7,357,7.1,195,18.3,503
GA,Glascock,No,2556,49.7,1271,9,230,4,40,10.8,277,11.5,293
GA,Glynn,Yes,3928,60.1,2360,9.3,347,6,95,10.8,424,19.7,774
GA,Gwinnett,Yes,4048,83.2,3369,11.5,464,14.9,216,24.2,980,8.8,358
GA,Hall,Yes,3580,53.3,1908,21,668,19.2,211,14.3,512,6.3,224
GA,Henry,Yes,4732,25.2,1191,2.9,126,0.5,7,6.8,323,3.3,154
GA,Houston,Yes,3514,43.7,1535,10.7,375,7.2,100,12,422,5.9,206
GA,Jasper,No,2182,34.4,751,5.4,121,1.6,12,11.1,242,2.9,63
GA,Jeff Davis,No,1393,64.8,902,13.4,188,5.7,32,17.5,244,7.3,101
GA,Jenkins,No,1988,31,616,7.6,162,2.3,17,7.8,156,4.5,90
GA,Johnson,No,2398,79,1894,12.3,287,6.3,60,18.5,444,15.4,370
GA,Laurens,Yes,2705,48.2,1303,26.7,726,14.6,152,17.2,464,5.2,141
GA,Long,No,4254,21.1,899,4.5,189,1.9,28,6.3,269,2.2,94
GA,McIntosh,No,3538,18.1,640,3.7,130,1.5,22,4.9,173,1.8,63
GA,Mitchell,No,3505,35.5,1243,5.6,195,3.7,46,10.5,368,3.1,110
GA,Murray,No,3585,45.3,1625,6.3,225,4.2,57,12,431,4.6,166
GA,Muscogee,Yes,1664,46.4,772,11.7,204,10.4,75,12.5,208,5.3,88
GA,Pierce,No,2567,39.8,1021,7.4,192,4,39,10.4,267,4.5,115
GA,Randolph,No,2203,32.2,709,8.4,185,5.4,43,9.3,205,4.7,103
GA,Richmond,Yes,920,100,920,27.1,249,48,362,6,55,40.1,369
GA,Rockdale,Yes,4935,38.8,1915,8.2,402,2.9,50,12.1,599,2.6,128
GA,Screven,No,2544,84.8,2156,21.5,570,7.2,72,23.6,601,11.6,294
GA,Spalding,Yes,3514,100,3514,22.7,791,18.5,229,30.4,1069,10.4,364
GA,Stephens,Yes,6666,30.7,2044,6.9,461,2.2,63,7.3,488,5.1,339
GA,Stewart,No,1845,37.2,687,8.9,164,6.8,50,9.5,176,5.8,108
GA,Talbot,No,2425,72.7,1764,18.4,440,15.7,148,19.1,462,9.6,233
GA,Taliaferro,No,2077,60.3,1252,13.9,285,9.5,82,14.1,294,11.7,242
GA,Telfair,No,1186,69.4,823,12,137,7.4,35,16.7,198,11.9,141
GA,Thomas,No,2178,57.3,1247,12.7,275,7.1,61,14.6,319,7.9,172
GA,Toombs,No,3189,58.9,1877,15.4,490,2.4,28,15.2,484,6.8,217
GA,Troup,Yes,4114,13.7,563,1.7,69,1,17,3.4,140,2.3,94
GA,Upson,Yes,4464,43,1918,6.1,266,1.9,34,11,489,5.6,249
GA,Walker,Yes,6652,55.4,3683,6.1,397,3.3,90,12.1,806,9.8,650
GA,Ware,No,6632,10.5,699,1.4,71,0.4,7,2.9,191,0.9,58
GA,Wayne,No,2860,56.1,1603,9.6,273,3.2,35,14.6,417,7.6,216
GA,Wheeler,No,2531,82.4,2087,25,614,9.7,95,21.3,538,12.5,316
GA,Whitfield,Yes,6793,24.3,1649,4.4,293,1.8,39,8.2,554,2,139
GA,Wilkes,No,3641,47.6,1735,8.3,297,6,87,11.2,406,8.4,306
GA,Wilkinson,No,3581,16.8,601,3.9,139,2.1,28,4.1,146,2.7,95
GA,Worth,No,2898,57.2,1658,11.7,338,5.5,62,14.7,426,9.3,270
ID,Bannock,Yes,2414,25,605,8.8,211,1.4,14,4,97,1.5,35
ID,Bingham,No,5862,24.6,1444,3.2,187,0.7,12,9.1,534,2.2,132
ID,Bonner,No,2195,98.2,2155,20.2,442,5,48,21.2,464,19.4,425
ID,Bonneville,Yes,4473,22.5,1008,3.3,145,0.7,12,6.7,302,2.4,109
ID,Canyon,Yes,5118,37.1,1898,3.2,160,1.5,29,13.3,681,4.6,235
ID,Clark,No,1022,100,1022,19.9,202,2.6,9,35.2,360,9.2,94
ID,Elmore,Yes,8894,72.1,6413,5.4,269,0.3,4,17.3,1539,0,4
ID,Gooding,No,6844,10,687,1.5,101,0.4,10,2.9,202,1.5,101
ID,Idaho,No,1980,36.8,729,4.3,85,0.2,2,7.1,140,4.8,95
ID,Lemhi,No,2451,55,1348,11,268,1,10,14.3,350,9.7,238
ID,Lewis,No,57,100,57,4.2,2,10,2,29.8,17,10.5,6
ID,Owyhee,No,3574,57.5,2055,9.7,343,2.1,28,16.1,576,6.8,244
ID,Twin Falls,No,1244,62.3,775,14.5,179,1.8,7,21.6,269,6.2,77
IL,Alexander,No,3223,55.1,1776,11,302,4.2,47,10.5,339,7.8,252
IL,Champaign,Yes,7060,16.2,1140,2.4,166,1.1,35,4.3,305,1.4,96
IL,Coles,No,3411,49.5,1690,4.5,149,3,39,11.7,398,7.6,259
IL,Cook,Yes,1420,100,1420,28.2,391,60.5,409,26.9,382,19.9,282
IL,Crawford,No,2905,17.8,517,2.1,60,0.1,1,4.4,128,1.9,54
IL,Edgar,No,2197,77.1,1694,8.1,177,3.1,28,18.7,411,13.5,297
IL,Edwards,No,2534,47.9,1214,4.8,120,3.2,32,11.3,286,8.7,219
